i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
814-5,2014_Q2,Sud-ouest,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
815-5,2014_Q2,Sud-ouest,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
817-2,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
817-6,2014_Q2,Sud-ouest,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
818-2,2014_Q2,Sud-ouest,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819-6,2014_Q2,Sud-ouest,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
820-7,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
821-1,2014_Q2,Sud-ouest,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
821-11,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
821-8,2014_Q2,Sud-ouest,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6931471806
821-9,2014_Q2,Sud-ouest,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6931471806
823-1,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
823-7,2014_Q2,Sud-ouest,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823-9,2014_Q2,Sud-ouest,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824-8,2014_Q2,Sud-ouest,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
826-10,2014_Q2,Sud-ouest,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
826-11,2014_Q2,Sud-ouest,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
826-2,2014_Q2,Sud-ouest,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
828-1,2014_Q2,Sud-ouest,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
828-4,2014_Q2,Sud-ouest,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83-12,2014_Q2,Cascades,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83-2,2014_Q2,Cascades,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83-3,2014_Q2,Cascades,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
830-5,2014_Q2,Sud-ouest,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830-7,2014_Q2,Sud-ouest,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806
832-12,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
832-4,2014_Q2,Sud-ouest,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
833-4,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
833-7,2014_Q2,Sud-ouest,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
833-9,2014_Q2,Sud-ouest,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
834-11,2014_Q2,Sud-ouest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
834-12,2014_Q2,Sud-ouest,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
834-3,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
834-7,2014_Q2,Sud-ouest,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
834-9,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
835-1,2014_Q2,Sud-ouest,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
835-11,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
835-3,2014_Q2,Sud-ouest,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835-6,2014_Q2,Sud-ouest,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6931471806
836-11,2014_Q2,Sud-ouest,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
836-5,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
836-9,2014_Q2,Sud-ouest,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
837-11,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
837-13,2014_Q2,Sud-ouest,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
837-9,2014_Q2,Sud-ouest,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
838-11,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
838-12,2014_Q2,Sud-ouest,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.098612289
838-3,2014_Q2,Sud-ouest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
838-8,2014_Q2,Sud-ouest,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84-1,2014_Q2,Cascades,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84-10,2014_Q2,Cascades,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
840-8,2014_Q2,Sud-ouest,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
841-8,2014_Q2,Centre,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
842-5,2014_Q2,Centre,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
842-6,2014_Q2,Centre,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471806
842-9,2014_Q2,Centre,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
843-11,2014_Q2,Centre,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
844-10,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
844-6,2014_Q2,Centre,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
845-6,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
846-3,2014_Q2,Centre,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847-8,2014_Q2,Centre,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
848-14,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848-2,2014_Q2,Centre,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
848-3,2014_Q2,Centre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
849-1,2014_Q2,Centre,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
849-12,2014_Q2,Centre,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806
849-13,2014_Q2,Centre,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
849-3,2014_Q2,Centre,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85-7,2014_Q2,Cascades,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
850-10,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851-11,2014_Q2,Centre,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
851-2,2014_Q2,Centre,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
851-5,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
852-2,2014_Q2,Centre,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
853-1,2014_Q2,Centre,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1.098612289
853-3,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
853-5,2014_Q2,Centre,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
854-9,2014_Q2,Centre,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6931471806
855-11,2014_Q2,Centre,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
855-3,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855-7,2014_Q2,Centre,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
855-8,2014_Q2,Centre,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
857-1,2014_Q2,Centre,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6931471806
857-6,2014_Q2,Centre,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
857-7,2014_Q2,Centre,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471806
858-12,2014_Q2,Centre,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
858-7,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
859-10,2014_Q2,Centre,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6931471806
859-3,2014_Q2,Centre,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
859-4,2014_Q2,Centre,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
859-6,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86-2,2014_Q2,Cascades,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86-4,2014_Q2,Cascades,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86-5,2014_Q2,Cascades,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860-10,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860-11,2014_Q2,Centre,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806
860-14,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
860-4,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861-5,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862-10,2014_Q2,Centre,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1.098612289
863-12,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863-2,2014_Q2,Centre,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.6931471806
864-4,2014_Q2,Centre,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6931471806
865-10,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
865-3,2014_Q2,Centre,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.386294361
865-4,2014_Q2,Centre,0,0,0,4,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1.386294361
865-9,2014_Q2,Centre,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6931471806
866-13,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
867-11,2014_Q2,Centre,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
868-5,2014_Q2,Centre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87-13,2014_Q2,Cascades,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
871-11,2014_Q2,Centre,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
871-4,2014_Q2,Centre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
872-5,2014_Q2,Centre-est,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
873-1,2014_Q2,Centre-est,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874-14,2014_Q2,Centre-est,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
876-4,2014_Q2,Centre-est,1,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.386294361
877-2,2014_Q2,Centre-est,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
879-10,2014_Q2,Centre-est,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
879-11,2014_Q2,Centre-est,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
879-9,2014_Q2,Centre-est,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
880-7,2014_Q2,Centre-est,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
881-1,2014_Q2,Centre-est,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
884-1,2014_Q2,Centre-est,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289
885-3,2014_Q2,Centre-est,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887-4,2014_Q2,Centre-est,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89-1,2014_Q2,Cascades,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89-14,2014_Q2,Cascades,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
890-11,2014_Q2,Centre-est,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890-3,2014_Q2,Centre-est,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
891-4,2014_Q2,Centre-est,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
892-8,2014_Q2,Centre-est,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
893-1,2014_Q2,Centre-est,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
895-11,2014_Q2,Centre-est,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
895-12,2014_Q2,Centre-est,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
895-9,2014_Q2,Centre-est,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6931471806
896-12,2014_Q2,Centre-est,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6931471806
896-3,2014_Q2,Centre-est,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896-6,2014_Q2,Centre-est,2,4,0,13,0,1,1,1,1,8,2,3,0,0,0,2,0,0,2.944438979
9-2,2014_Q2,Boucle-du-mouhoun,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9-7,2014_Q2,Boucle-du-mouhoun,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
900-12,2014_Q2,Centre-est,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92-7,2014_Q2,Cascades,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93-5,2014_Q2,Cascades,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95-13,2014_Q2,Cascades,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
96-5,2014_Q2,Cascades,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97-11,2014_Q2,Cascades,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97-15,2014_Q2,Cascades,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6931471806
97-6,2014_Q2,Cascades,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
98-10,2014_Q2,Cascades,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98-14,2014_Q2,Cascades,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6931471806
98-3,2014_Q2,Cascades,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10-7,2014_Q3,Cascades,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10-8,2014_Q3,Cascades,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102-4,2014_Q3,Sahel,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104-11,2014_Q3,Sahel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104-5,2014_Q3,Sahel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104-6,2014_Q3,Sahel,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806
105-4,2014_Q3,Sahel,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105-5,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106-3,2014_Q3,Sahel,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471806
106-6,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107-4,2014_Q3,Sahel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108-2,2014_Q3,Sahel,1,1,1,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1.609437912
108-8,2014_Q3,Sahel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109-12,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110-11,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110-8,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112-3,2014_Q3,Sahel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113-2,2014_Q3,Sahel,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.386294361
114-1,2014_Q3,Sahel,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114-8,2014_Q3,Sahel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115-4,2014_Q3,Sahel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118-2,2014_Q3,Sahel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118-9,2014_Q3,Sahel,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1.098612289
119-1,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119-8,2014_Q3,Sahel,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
12-14,2014_Q3,Cascades,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121-13,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122-3,2014_Q3,Sahel,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123-6,2014_Q3,Sahel,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806
124-6,2014_Q3,Sahel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125-10,2014_Q3,Sahel,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125-7,2014_Q3,Sahel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126-11,2014_Q3,Sahel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126-3,2014_Q3,Sahel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127-3,2014_Q3,Sahel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128-12,2014_Q3,Sahel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129-12,2014_Q3,Sahel,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806
129-2,2014_Q3,Sahel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129-7,2014_Q3,Sahel,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6931471806
13-12,2014_Q3,Cascades,1,1,1,3,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1.791759469
13-4,2014_Q3,Cascades,2,3,1,2,2,1,1,1,0,0,0,0,1,2,0,0,0,0,2.079441542
130-11,2014_Q3,Sahel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131-11,2014_Q3,Sahel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132-7,2014_Q3,Sahel,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133-11,2014_Q3,Sahel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133-7,2014_Q3,Sahel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136-7,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136-9,2014_Q3,Plateau-central,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138-9,2014_Q3,Plateau-central,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
14-11,2014_Q3,Cascades,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14-3,2014_Q3,Cascades,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1.098612289
14-9,2014_Q3,Cascades,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141-8,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142-8,2014_Q3,Plateau-central,0,2,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1.386294361
145-13,2014_Q3,Plateau-central,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147-3,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147-5,2014_Q3,Plateau-central,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149-1,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15-4,2014_Q3,Cascades,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150-8,2014_Q3,Plateau-central,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150-9,2014_Q3,Plateau-central,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153-3,2014_Q3,Plateau-central,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154-1,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154-11,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155-10,2014_Q3,Plateau-central,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155-7,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157-11,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158-3,2014_Q3,Plateau-central,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16-12,2014_Q3,Cascades,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6931471806
160-1,2014_Q3,Plateau-central,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
161-10,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161-2,2014_Q3,Plateau-central,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167-1,2014_Q3,Plateau-central,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471806
167-11,2014_Q3,Plateau-central,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
167-4,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167-7,2014_Q3,Plateau-central,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167-8,2014_Q3,Plateau-central,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
168-14,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168-7,2014_Q3,Plateau-central,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169-3,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169-7,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17-1,2014_Q3,Cascades,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17-3,2014_Q3,Cascades,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17-5,2014_Q3,Cascades,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170-1,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170-11,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171-14,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171-4,2014_Q3,Plateau-central,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171-7,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175-11,2014_Q3,Plateau-central,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175-2,2014_Q3,Plateau-central,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177-4,2014_Q3,Plateau-central,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177-6,2014_Q3,Plateau-central,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177-7,2014_Q3,Plateau-central,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179-1,2014_Q3,Plateau-central,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
