i,t,m,Females 00-00,Females 01-04,Females 05-09,Females 10-14,Females 15-19,Females 20-29,Females 30-49,Females 50-59,Females 60-99,Males 00-00,Males 01-04,Males 05-09,Males 10-14,Males 15-19,Males 20-29,Males 30-49,Males 50-59,Males 60-99,boys,girls,log HSize,men,women
70018/07,2016-17,Western,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1.386294361,2,2
70018/08,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,0,1.386294361,1,1
70018/09,2016-17,Western,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1.386294361,1,1
70018/10,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70018/11,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70018/12,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70018/13,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70018/14,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70019/01,2016-17,Western,1,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1.945910149,0,4
70019/02,2016-17,Western,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,1,1.609437912,1,1
70019/03,2016-17,Western,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70019/05,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70019/06,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70019/07,2016-17,Western,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70019/08,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70019/09,2016-17,Western,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70019/10,2016-17,Western,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70019/12,2016-17,Western,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70019/13,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806,2,0
70019/15,2016-17,Western,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70020/01,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70020/03,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,2,1
70020/04,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70020/05,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70020/06,2016-17,Western,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1.609437912,0,1
70020/08,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70020/10,2016-17,Western,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1.609437912,1,2
70020/11,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70020/12,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471806,0,1
70020/15,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.6931471806,1,0
70021/01,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.6931471806,1,0
70021/02,2016-17,Western,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70021/03,2016-17,Western,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70021/04,2016-17,Western,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361,1,1
70021/05,2016-17,Western,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.386294361,1,1
70021/06,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70021/08,2016-17,Western,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289,1,1
70021/09,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70021/10,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70021/11,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1.098612289,1,1
70021/14,2016-17,Western,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1.791759469,1,2
70022/01,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70022/03,2016-17,Western,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70022/04,2016-17,Western,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1.609437912,1,3
70022/05,2016-17,Western,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1.609437912,2,1
70022/09,2016-17,Western,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70022/10,2016-17,Western,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,0,1.609437912,1,2
70022/11,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70022/14,2016-17,Western,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1.609437912,2,2
70022/15,2016-17,Western,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1.609437912,2,1
70023/01,2016-17,Western,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70023/02,2016-17,Western,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1.791759469,3,2
70023/03,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70023/05,2016-17,Western,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,3,1,1.791759469,0,2
70023/07,2016-17,Western,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1.098612289,0,1
70023/08,2016-17,Western,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,1,1.791759469,2,1
70023/10,2016-17,Western,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1.609437912,1,2
70023/11,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1.609437912,3,1
70023/12,2016-17,Western,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,1.609437912,1,1
70023/13,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.098612289,3,0
70023/14,2016-17,Western,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289,1,2
70023/15,2016-17,Western,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3,1.945910149,1,2
70024/01,2016-17,Western,0,0,0,1,2,0,1,0,0,0,0,2,1,0,0,0,1,0,3,2,2.079441542,1,2
70024/02,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70024/04,2016-17,Western,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,1,0,0,1,3,2.079441542,3,1
70024/05,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6931471806,1,1
70024/07,2016-17,Western,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1.386294361,0,2
70024/09,2016-17,Western,0,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,3,2.197224577,2,3
70024/10,2016-17,Western,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1.609437912,1,2
70024/11,2016-17,Western,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.6931471806,1,0
70024/12,2016-17,Western,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.098612289,1,2
70024/14,2016-17,Western,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,1.791759469,1,1
70024/15,2016-17,Western,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70025/01,2016-17,Western,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,1,0,3,0,1.945910149,2,2
70025/02,2016-17,Western,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,3,1,1.945910149,1,2
70025/03,2016-17,Western,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,2,1,2.079441542,2,3
70025/05,2016-17,Western,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.609437912,1,4
70025/06,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70025/08,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70025/09,2016-17,Western,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.386294361,1,2
70025/10,2016-17,Western,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,3,0,1.791759469,1,2
70025/11,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70025/12,2016-17,Western,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.386294361,1,3
70025/13,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.386294361,3,1
70025/14,2016-17,Western,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1.386294361,1,1
70025/15,2016-17,Western,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1.609437912,1,2
70026/01,2016-17,Western,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.386294361,1,2
70026/02,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70026/03,2016-17,Western,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806,0,2
70026/05,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1.386294361,1,1
70026/06,2016-17,Western,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.609437912,1,3
70026/07,2016-17,Western,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1.386294361,1,1
70026/08,2016-17,Western,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2,1,1.791759469,2,1
70026/09,2016-17,Western,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806,0,1
70026/12,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1.386294361,1,1
70026/13,2016-17,Western,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1,1
70026/14,2016-17,Western,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70027/01,2016-17,Western,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289,1,2
70027/02,2016-17,Western,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,2,1.945910149,2,1
70027/03,2016-17,Western,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70027/04,2016-17,Western,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1.609437912,1,1
70027/05,2016-17,Western,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1.609437912,0,3
70027/06,2016-17,Western,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.386294361,1,3
70027/07,2016-17,Western,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1.945910149,1,1
70027/08,2016-17,Western,0,0,0,0,1,1,1,0,1,0,0,0,3,1,0,1,0,0,4,1,2.197224577,1,3
70027/09,2016-17,Western,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70027/11,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70027/12,2016-17,Western,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,2,1.791759469,0,1
70027/13,2016-17,Western,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,1.609437912,1,1
70027/14,2016-17,Western,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,4,3,2.197224577,1,1
70027/15,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,3,0,1.386294361,0,1
70028/01,2016-17,Western,0,1,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,4,2,1.945910149,0,1
70028/02,2016-17,Western,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1.386294361,1,3
70028/03,2016-17,Western,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1.386294361,0,2
70028/04,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6931471806,1,1
70028/05,2016-17,Western,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1.945910149,0,5
70028/06,2016-17,Western,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,1,1.609437912,1,1
70028/07,2016-17,Western,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2,1.609437912,0,1
70028/08,2016-17,Western,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,3,0,1.791759469,1,2
70028/09,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.6931471806,1,0
70028/10,2016-17,Western,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.098612289,1,0
70028/11,2016-17,Western,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70028/12,2016-17,Western,0,0,2,0,0,0,0,0,1,0,0,1,3,0,0,0,0,2,4,2,2.197224577,2,1
70028/13,2016-17,Western,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.609437912,2,2
70028/14,2016-17,Western,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,3,1,1.791759469,1,1
70028/15,2016-17,Western,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.609437912,1,2
70029/01,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70029/02,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806,2,0
70029/03,2016-17,Western,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0,0,0,3,1,1.945910149,2,1
70029/04,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1.098612289,0,1
70029/05,2016-17,Western,0,0,1,1,0,0,1,0,1,0,1,3,0,1,0,0,0,1,5,2,2.302585093,1,2
70029/06,2016-17,Western,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70029/07,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70029/08,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70029/09,2016-17,Western,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70029/10,2016-17,Western,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1.791759469,1,2
70029/11,2016-17,Western,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,1.386294361,1,1
70029/12,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70029/13,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70029/14,2016-17,Western,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1.791759469,2,3
70029/15,2016-17,Western,0,0,0,0,1,0,1,0,0,0,1,2,2,0,0,1,0,0,5,1,2.079441542,1,1
70030/01,2016-17,Western,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70030/02,2016-17,Western,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1.609437912,1,3
70030/03,2016-17,Western,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361,1,1
70030/04,2016-17,Western,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1.609437912,2,1
70030/05,2016-17,Western,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70030/06,2016-17,Western,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1.386294361,1,2
70030/07,2016-17,Western,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,3,1,1.945910149,2,1
70030/08,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70030/09,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70030/10,2016-17,Western,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,2,0,1.945910149,2,3
70030/12,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70030/13,2016-17,Western,0,0,2,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,2,3,2.079441542,2,1
70030/14,2016-17,Western,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,1,1,1.945910149,3,2
70030/15,2016-17,Western,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1.945910149,1,3
70031/01,2016-17,Western,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,1,2,2.079441542,3,2
70031/02,2016-17,Western,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,3,2,1.945910149,1,1
70031/03,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70031/04,2016-17,Western,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1.609437912,2,2
70031/05,2016-17,Western,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70031/06,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70031/07,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70031/08,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1.386294361,1,1
70031/09,2016-17,Western,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70031/10,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70031/11,2016-17,Western,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3,1,1.791759469,1,1
70031/12,2016-17,Western,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,3,2,1.791759469,0,1
70031/13,2016-17,Western,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,3,0,1.609437912,1,1
70031/14,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,3,0,1.609437912,1,1
70031/15,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70032/01,2016-17,Western,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1.609437912,2,2
70032/02,2016-17,Western,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,3,2.079441542,4,1
70032/03,2016-17,Western,1,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2.079441542,0,3
70032/04,2016-17,Western,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,4,0,1.945910149,1,2
70032/05,2016-17,Western,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1.098612289,1,0
70032/06,2016-17,Western,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.098612289,0,1
70032/07,2016-17,Western,1,0,0,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0,2,2,2.197224577,1,4
70032/08,2016-17,Western,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.098612289,1,1
70032/09,2016-17,Western,0,0,1,0,1,2,1,0,0,0,0,0,2,0,0,0,1,0,2,2,2.079441542,1,3
70032/10,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70032/11,2016-17,Western,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1.609437912,1,2
70032/13,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70032/14,2016-17,Western,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.098612289,2,1
70032/15,2016-17,Western,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6931471806,1,1
70033/01,2016-17,Western,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70033/02,2016-17,Western,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.386294361,0,3
70033/03,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70033/04,2016-17,Western,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289,1,1
70033/05,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.098612289,1,1
70033/06,2016-17,Western,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.609437912,1,4
70033/07,2016-17,Western,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1.609437912,1,2
70033/08,2016-17,Western,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1.609437912,2,2
70033/09,2016-17,Western,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,1,1
70033/10,2016-17,Western,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70033/11,2016-17,Western,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.386294361,0,1
70033/13,2016-17,Western,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1,1.609437912,1,1
70033/15,2016-17,Western,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1.609437912,1,2
70034/01,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70034/02,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70034/03,2016-17,Western,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1.945910149,0,4
70034/04,2016-17,Western,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.386294361,1,1
70034/05,2016-17,Western,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.098612289,0,2
70034/06,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70034/07,2016-17,Western,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6931471806,1,1
70034/08,2016-17,Western,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1.098612289,0,1
70034/09,2016-17,Western,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806,0,1
70034/10,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70034/11,2016-17,Western,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,1,1.609437912,1,1
70034/12,2016-17,Western,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,1,1.945910149,4,2
70034/13,2016-17,Western,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70034/15,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
70035/01,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70035/02,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70035/03,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70035/04,2016-17,Western,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1,0,0,5,0,1.945910149,1,1
70035/05,2016-17,Western,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,3,0,1.609437912,1,1
70035/07,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70035/08,2016-17,Western,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6931471806,0,1
70035/09,2016-17,Western,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1.098612289,1,1
70035/10,2016-17,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70035/11,2016-17,Western,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,1.386294361,1,1
70035/12,2016-17,Western,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,5,1,2.079441542,1,1
